name;title;vision;weapon;gender;nation;affiliation;description;constellation;rarity;card;constellation-1;constellation-2;constellation-3;constellation-4;constellation-5;constellation-6;gacha-card;gacha-splash;icon;icon-big;icon-side;portrait;talent-burst;talent-na;talent-passive-0;talent-passive-1;talent-passive-2;talent-skill
Mona;Astral Reflection;Hydro;Catalyst;Female;Mondstadt;Mondstadt;A mysterious young astrologer who proclaims herself to be "Astrologist Mona Megistus," and who possesses abilities to match the title. Erudite, but prideful.;https://genshin.jmp.blue/characters/mona/constellation;5;https://genshin.jmp.blue/characters/mona/card;https://genshin.jmp.blue/characters/mona/constellation-1;https://genshin.jmp.blue/characters/mona/constellation-2;https://genshin.jmp.blue/characters/mona/constellation-3;https://genshin.jmp.blue/characters/mona/constellation-4;https://genshin.jmp.blue/characters/mona/constellation-5;https://genshin.jmp.blue/characters/mona/constellation-6;https://genshin.jmp.blue/characters/mona/gacha-card;https://genshin.jmp.blue/characters/mona/gacha-splash;https://genshin.jmp.blue/characters/mona/icon;https://genshin.jmp.blue/characters/mona/icon-big;https://genshin.jmp.blue/characters/mona/icon-side;https://genshin.jmp.blue/characters/mona/portrait;https://genshin.jmp.blue/characters/mona/talent-burst;https://genshin.jmp.blue/characters/mona/talent-na;https://genshin.jmp.blue/characters/mona/talent-passive-0;https://genshin.jmp.blue/characters/mona/talent-passive-1;https://genshin.jmp.blue/characters/mona/talent-passive-2;https://genshin.jmp.blue/characters/mona/talent-skill
Nahida;Physic of Purity;Dendro;Catalyst;Female;Sumeru;Sumeru City;A caged bird secluded within the confines of the Sanctuary of Surasthana who can only see the world in her dreams.;https://genshin.jmp.blue/characters/nahida/constellation;5;https://genshin.jmp.blue/characters/nahida/card;https://genshin.jmp.blue/characters/nahida/constellation-1;https://genshin.jmp.blue/characters/nahida/constellation-2;https://genshin.jmp.blue/characters/nahida/constellation-3;https://genshin.jmp.blue/characters/nahida/constellation-4;https://genshin.jmp.blue/characters/nahida/constellation-5;https://genshin.jmp.blue/characters/nahida/constellation-6;https://genshin.jmp.blue/characters/nahida/gacha-card;https://genshin.jmp.blue/characters/nahida/gacha-splash;https://genshin.jmp.blue/characters/nahida/icon;https://genshin.jmp.blue/characters/nahida/icon-big;https://genshin.jmp.blue/characters/nahida/icon-side;https://genshin.jmp.blue/characters/nahida/portrait;https://genshin.jmp.blue/characters/nahida/talent-burst;https://genshin.jmp.blue/characters/nahida/talent-na;https://genshin.jmp.blue/characters/nahida/talent-passive-0;https://genshin.jmp.blue/characters/nahida/talent-passive-1;https://genshin.jmp.blue/characters/nahida/talent-passive-2;https://genshin.jmp.blue/characters/nahida/talent-skill
Navia;Helm of the Radiant Rose;Geo;Claymore;Female;Fontaine;Spina di Rosula;The current President of Spina di Rosula, who is lovely, dutiful, and a great boss.;https://genshin.jmp.blue/characters/navia/constellation;5;https://genshin.jmp.blue/characters/navia/card;https://genshin.jmp.blue/characters/navia/constellation-1;https://genshin.jmp.blue/characters/navia/constellation-2;https://genshin.jmp.blue/characters/navia/constellation-3;https://genshin.jmp.blue/characters/navia/constellation-4;https://genshin.jmp.blue/characters/navia/constellation-5;https://genshin.jmp.blue/characters/navia/constellation-6;https://genshin.jmp.blue/characters/navia/gacha-card;https://genshin.jmp.blue/characters/navia/gacha-splash;https://genshin.jmp.blue/characters/navia/icon;https://genshin.jmp.blue/characters/navia/icon-big;https://genshin.jmp.blue/characters/navia/icon-side;https://genshin.jmp.blue/characters/navia/portrait;https://genshin.jmp.blue/characters/navia/talent-burst;https://genshin.jmp.blue/characters/navia/talent-na;https://genshin.jmp.blue/characters/navia/talent-passive-0;https://genshin.jmp.blue/characters/navia/talent-passive-1;https://genshin.jmp.blue/characters/navia/talent-passive-2;https://genshin.jmp.blue/characters/navia/talent-skill
Neuvillette;Ordainer of Inexorable Judgment;Hydro;Catalyst;Male;Fontaine;Court of Fontaine;The Chief Justice of Fontaine, known as the Iudex, is renowned for his unassailable impartiality.;https://genshin.jmp.blue/characters/neuvillette/constellation;5;https://genshin.jmp.blue/characters/neuvillette/card;https://genshin.jmp.blue/characters/neuvillette/constellation-1;https://genshin.jmp.blue/characters/neuvillette/constellation-2;https://genshin.jmp.blue/characters/neuvillette/constellation-3;https://genshin.jmp.blue/characters/neuvillette/constellation-4;https://genshin.jmp.blue/characters/neuvillette/constellation-5;https://genshin.jmp.blue/characters/neuvillette/constellation-6;https://genshin.jmp.blue/characters/neuvillette/gacha-card;https://genshin.jmp.blue/characters/neuvillette/gacha-splash;https://genshin.jmp.blue/characters/neuvillette/icon;https://genshin.jmp.blue/characters/neuvillette/icon-big;https://genshin.jmp.blue/characters/neuvillette/icon-side;https://genshin.jmp.blue/characters/neuvillette/portrait;https://genshin.jmp.blue/characters/neuvillette/talent-burst;https://genshin.jmp.blue/characters/neuvillette/talent-na;https://genshin.jmp.blue/characters/neuvillette/talent-passive-0;https://genshin.jmp.blue/characters/neuvillette/talent-passive-1;https://genshin.jmp.blue/characters/neuvillette/talent-passive-2;https://genshin.jmp.blue/characters/neuvillette/talent-skill
Nilou;Dance of Lotuslight;Hydro;Sword;Female;Sumeru;Zubayr Theater;The star of the Zubayr Theater. She is full of warmth and innocence, and her dances are lively and elegant.;https://genshin.jmp.blue/characters/nilou/constellation;5;https://genshin.jmp.blue/characters/nilou/card;https://genshin.jmp.blue/characters/nilou/constellation-1;https://genshin.jmp.blue/characters/nilou/constellation-2;https://genshin.jmp.blue/characters/nilou/constellation-3;https://genshin.jmp.blue/characters/nilou/constellation-4;https://genshin.jmp.blue/characters/nilou/constellation-5;https://genshin.jmp.blue/characters/nilou/constellation-6;https://genshin.jmp.blue/characters/nilou/gacha-card;https://genshin.jmp.blue/characters/nilou/gacha-splash;https://genshin.jmp.blue/characters/nilou/icon;https://genshin.jmp.blue/characters/nilou/icon-big;https://genshin.jmp.blue/characters/nilou/icon-side;https://genshin.jmp.blue/characters/nilou/portrait;https://genshin.jmp.blue/characters/nilou/talent-burst;https://genshin.jmp.blue/characters/nilou/talent-na;https://genshin.jmp.blue/characters/nilou/talent-passive-0;https://genshin.jmp.blue/characters/nilou/talent-passive-1;https://genshin.jmp.blue/characters/nilou/talent-passive-2;https://genshin.jmp.blue/characters/nilou/talent-skill
Ningguang;Eclipsing Star;Geo;Catalyst;Female;Liyue;Liyue Qixing;The Tianquan of Liyue Qixing. Her wealth is unsurpassed in all of Teyvat.;https://genshin.jmp.blue/characters/ningguang/constellation;4;https://genshin.jmp.blue/characters/ningguang/card;https://genshin.jmp.blue/characters/ningguang/constellation-1;https://genshin.jmp.blue/characters/ningguang/constellation-2;https://genshin.jmp.blue/characters/ningguang/constellation-3;https://genshin.jmp.blue/characters/ningguang/constellation-4;https://genshin.jmp.blue/characters/ningguang/constellation-5;https://genshin.jmp.blue/characters/ningguang/constellation-6;https://genshin.jmp.blue/characters/ningguang/gacha-card;https://genshin.jmp.blue/characters/ningguang/gacha-splash;https://genshin.jmp.blue/characters/ningguang/icon;https://genshin.jmp.blue/characters/ningguang/icon-big;https://genshin.jmp.blue/characters/ningguang/icon-side;https://genshin.jmp.blue/characters/ningguang/portrait;https://genshin.jmp.blue/characters/ningguang/talent-burst;https://genshin.jmp.blue/characters/ningguang/talent-na;https://genshin.jmp.blue/characters/ningguang/talent-passive-0;https://genshin.jmp.blue/characters/ningguang/talent-passive-1;https://genshin.jmp.blue/characters/ningguang/talent-passive-2;https://genshin.jmp.blue/characters/ningguang/talent-skill
Noelle;Chivalric Blossom;Geo;Claymore;Female;Mondstadt;Knights of Favonius;A maid who faithfully serves the Knights of Favonius that dreams of joining their ranks someday.;https://genshin.jmp.blue/characters/noelle/constellation;4;https://genshin.jmp.blue/characters/noelle/card;https://genshin.jmp.blue/characters/noelle/constellation-1;https://genshin.jmp.blue/characters/noelle/constellation-2;https://genshin.jmp.blue/characters/noelle/constellation-3;https://genshin.jmp.blue/characters/noelle/constellation-4;https://genshin.jmp.blue/characters/noelle/constellation-5;https://genshin.jmp.blue/characters/noelle/constellation-6;https://genshin.jmp.blue/characters/noelle/gacha-card;https://genshin.jmp.blue/characters/noelle/gacha-splash;https://genshin.jmp.blue/characters/noelle/icon;https://genshin.jmp.blue/characters/noelle/icon-big;https://genshin.jmp.blue/characters/noelle/icon-side;https://genshin.jmp.blue/characters/noelle/portrait;https://genshin.jmp.blue/characters/noelle/talent-burst;https://genshin.jmp.blue/characters/noelle/talent-na;https://genshin.jmp.blue/characters/noelle/talent-passive-0;https://genshin.jmp.blue/characters/noelle/talent-passive-1;https://genshin.jmp.blue/characters/noelle/talent-passive-2;https://genshin.jmp.blue/characters/noelle/talent-skill
Qiqi;Icy Resurrection;Cryo;Sword;Female;Liyue;Bubu Pharmacy;An apprentice and herb gatherer at Bubu Pharmacy. An undead with a bone-white complexion, she seldom has much in the way of words or emotion.;https://genshin.jmp.blue/characters/qiqi/constellation;5;https://genshin.jmp.blue/characters/qiqi/card;https://genshin.jmp.blue/characters/qiqi/constellation-1;https://genshin.jmp.blue/characters/qiqi/constellation-2;https://genshin.jmp.blue/characters/qiqi/constellation-3;https://genshin.jmp.blue/characters/qiqi/constellation-4;https://genshin.jmp.blue/characters/qiqi/constellation-5;https://genshin.jmp.blue/characters/qiqi/constellation-6;https://genshin.jmp.blue/characters/qiqi/gacha-card;https://genshin.jmp.blue/characters/qiqi/gacha-splash;https://genshin.jmp.blue/characters/qiqi/icon;https://genshin.jmp.blue/characters/qiqi/icon-big;https://genshin.jmp.blue/characters/qiqi/icon-side;https://genshin.jmp.blue/characters/qiqi/portrait;https://genshin.jmp.blue/characters/qiqi/talent-burst;https://genshin.jmp.blue/characters/qiqi/talent-na;https://genshin.jmp.blue/characters/qiqi/talent-passive-0;https://genshin.jmp.blue/characters/qiqi/talent-passive-1;https://genshin.jmp.blue/characters/qiqi/talent-passive-2;https://genshin.jmp.blue/characters/qiqi/talent-skill
Raiden Shogun;Plane of Euthymia;Electro;Polearm;Female;Inazuma;Inazuma City;Her Excellency, the Almighty, Narukami Ogosho, who promised the people of Inazuma an unchanging Eternity.;https://genshin.jmp.blue/characters/raiden-shogun/constellation;5;https://genshin.jmp.blue/characters/raiden-shogun/card;https://genshin.jmp.blue/characters/raiden-shogun/constellation-1;https://genshin.jmp.blue/characters/raiden-shogun/constellation-2;https://genshin.jmp.blue/characters/raiden-shogun/constellation-3;https://genshin.jmp.blue/characters/raiden-shogun/constellation-4;https://genshin.jmp.blue/characters/raiden-shogun/constellation-5;https://genshin.jmp.blue/characters/raiden-shogun/constellation-6;https://genshin.jmp.blue/characters/raiden-shogun/gacha-card;https://genshin.jmp.blue/characters/raiden-shogun/gacha-splash;https://genshin.jmp.blue/characters/raiden-shogun/icon;https://genshin.jmp.blue/characters/raiden-shogun/icon-big;https://genshin.jmp.blue/characters/raiden-shogun/icon-side;https://genshin.jmp.blue/characters/raiden-shogun/portrait;https://genshin.jmp.blue/characters/raiden-shogun/talent-burst;https://genshin.jmp.blue/characters/raiden-shogun/talent-na;https://genshin.jmp.blue/characters/raiden-shogun/talent-passive-0;https://genshin.jmp.blue/characters/raiden-shogun/talent-passive-1;https://genshin.jmp.blue/characters/raiden-shogun/talent-passive-2;https://genshin.jmp.blue/characters/raiden-shogun/talent-skill
Razor;Wolf Boy;Electro;Claymore;Male;Mondstadt;Wolvendom;A boy who lives among the wolves in Wolvendom of Mondstadt, away from human civilization. As agile as lightning.;https://genshin.jmp.blue/characters/razor/constellation;4;https://genshin.jmp.blue/characters/razor/card;https://genshin.jmp.blue/characters/razor/constellation-1;https://genshin.jmp.blue/characters/razor/constellation-2;https://genshin.jmp.blue/characters/razor/constellation-3;https://genshin.jmp.blue/characters/razor/constellation-4;https://genshin.jmp.blue/characters/razor/constellation-5;https://genshin.jmp.blue/characters/razor/constellation-6;https://genshin.jmp.blue/characters/razor/gacha-card;https://genshin.jmp.blue/characters/razor/gacha-splash;https://genshin.jmp.blue/characters/razor/icon;https://genshin.jmp.blue/characters/razor/icon-big;https://genshin.jmp.blue/characters/razor/icon-side;https://genshin.jmp.blue/characters/razor/portrait;https://genshin.jmp.blue/characters/razor/talent-burst;https://genshin.jmp.blue/characters/razor/talent-na;https://genshin.jmp.blue/characters/razor/talent-passive-0;https://genshin.jmp.blue/characters/razor/talent-passive-1;https://genshin.jmp.blue/characters/razor/talent-passive-2;https://genshin.jmp.blue/characters/razor/talent-skill
Rosaria;Thorny Benevolence;Cryo;Polearm;Female;Mondstadt;Church of Favonius;A sister of the church, though you wouldn't know it if it weren't for her attire. Known for her sharp, cold words and manner, she often works alone.;https://genshin.jmp.blue/characters/rosaria/constellation;4;https://genshin.jmp.blue/characters/rosaria/card;https://genshin.jmp.blue/characters/rosaria/constellation-1;https://genshin.jmp.blue/characters/rosaria/constellation-2;https://genshin.jmp.blue/characters/rosaria/constellation-3;https://genshin.jmp.blue/characters/rosaria/constellation-4;https://genshin.jmp.blue/characters/rosaria/constellation-5;https://genshin.jmp.blue/characters/rosaria/constellation-6;https://genshin.jmp.blue/characters/rosaria/gacha-card;https://genshin.jmp.blue/characters/rosaria/gacha-splash;https://genshin.jmp.blue/characters/rosaria/icon;https://genshin.jmp.blue/characters/rosaria/icon-big;https://genshin.jmp.blue/characters/rosaria/icon-side;https://genshin.jmp.blue/characters/rosaria/portrait;https://genshin.jmp.blue/characters/rosaria/talent-burst;https://genshin.jmp.blue/characters/rosaria/talent-na;https://genshin.jmp.blue/characters/rosaria/talent-passive-0;https://genshin.jmp.blue/characters/rosaria/talent-passive-1;https://genshin.jmp.blue/characters/rosaria/talent-passive-2;https://genshin.jmp.blue/characters/rosaria/talent-skill
Kujou Sara;Crowfeather Kaburaya;Electro;Bow;Female;Inazuma;Tenryou Commission;A general of the Tenryou Commission. Bold, decisive, and skilled in battle.;https://genshin.jmp.blue/characters/kujou-sara/constellation;4;https://genshin.jmp.blue/characters/kujou-sara/card;https://genshin.jmp.blue/characters/kujou-sara/constellation-1;https://genshin.jmp.blue/characters/kujou-sara/constellation-2;https://genshin.jmp.blue/characters/kujou-sara/constellation-3;https://genshin.jmp.blue/characters/kujou-sara/constellation-4;https://genshin.jmp.blue/characters/kujou-sara/constellation-5;https://genshin.jmp.blue/characters/kujou-sara/constellation-6;https://genshin.jmp.blue/characters/kujou-sara/gacha-card;https://genshin.jmp.blue/characters/kujou-sara/gacha-splash;https://genshin.jmp.blue/characters/kujou-sara/icon;https://genshin.jmp.blue/characters/kujou-sara/icon-big;https://genshin.jmp.blue/characters/kujou-sara/icon-side;https://genshin.jmp.blue/characters/kujou-sara/portrait;https://genshin.jmp.blue/characters/kujou-sara/talent-burst;https://genshin.jmp.blue/characters/kujou-sara/talent-na;https://genshin.jmp.blue/characters/kujou-sara/talent-passive-0;https://genshin.jmp.blue/characters/kujou-sara/talent-passive-1;https://genshin.jmp.blue/characters/kujou-sara/talent-passive-2;https://genshin.jmp.blue/characters/kujou-sara/talent-skill
Sayu;Mujina Ninja;Anemo;Claymore;Female;Inazuma;Shuumatsuban;A pint-sized ninja attached to the Shuumatsuban, who always seems to be lacking sleep.;https://genshin.jmp.blue/characters/sayu/constellation;4;https://genshin.jmp.blue/characters/sayu/card;https://genshin.jmp.blue/characters/sayu/constellation-1;https://genshin.jmp.blue/characters/sayu/constellation-2;https://genshin.jmp.blue/characters/sayu/constellation-3;https://genshin.jmp.blue/characters/sayu/constellation-4;https://genshin.jmp.blue/characters/sayu/constellation-5;https://genshin.jmp.blue/characters/sayu/constellation-6;https://genshin.jmp.blue/characters/sayu/gacha-card;https://genshin.jmp.blue/characters/sayu/gacha-splash;https://genshin.jmp.blue/characters/sayu/icon;https://genshin.jmp.blue/characters/sayu/icon-big;https://genshin.jmp.blue/characters/sayu/icon-side;https://genshin.jmp.blue/characters/sayu/portrait;https://genshin.jmp.blue/characters/sayu/talent-burst;https://genshin.jmp.blue/characters/sayu/talent-na;https://genshin.jmp.blue/characters/sayu/talent-passive-0;https://genshin.jmp.blue/characters/sayu/talent-passive-1;https://genshin.jmp.blue/characters/sayu/talent-passive-2;https://genshin.jmp.blue/characters/sayu/talent-skill
Shenhe;Lonesome Transcendence;Cryo;Polearm;Female;Liyue;Liyue Harbor;An adepti disciple with a most unusual air about her. Having spent much time cultivating in isolation in Liyue's mountains, she has become every bit as cool and distant as the adepti themselves.;https://genshin.jmp.blue/characters/shenhe/constellation;5;https://genshin.jmp.blue/characters/shenhe/card;https://genshin.jmp.blue/characters/shenhe/constellation-1;https://genshin.jmp.blue/characters/shenhe/constellation-2;https://genshin.jmp.blue/characters/shenhe/constellation-3;https://genshin.jmp.blue/characters/shenhe/constellation-4;https://genshin.jmp.blue/characters/shenhe/constellation-5;https://genshin.jmp.blue/characters/shenhe/constellation-6;https://genshin.jmp.blue/characters/shenhe/gacha-card;https://genshin.jmp.blue/characters/shenhe/gacha-splash;https://genshin.jmp.blue/characters/shenhe/icon;https://genshin.jmp.blue/characters/shenhe/icon-big;https://genshin.jmp.blue/characters/shenhe/icon-side;https://genshin.jmp.blue/characters/shenhe/portrait;https://genshin.jmp.blue/characters/shenhe/talent-burst;https://genshin.jmp.blue/characters/shenhe/talent-na;https://genshin.jmp.blue/characters/shenhe/talent-passive-0;https://genshin.jmp.blue/characters/shenhe/talent-passive-1;https://genshin.jmp.blue/characters/shenhe/talent-passive-2;https://genshin.jmp.blue/characters/shenhe/talent-skill
Shikanoin Heizou;Analytical Harmony;Anemo;Catalyst;Male;Inazuma;Tenryou Commission;A young prodigy detective from the Tenryou Commission. His senses are sharp and his thoughts are clear.;https://genshin.jmp.blue/characters/shikanoin-heizou/constellation;4;https://genshin.jmp.blue/characters/shikanoin-heizou/card;https://genshin.jmp.blue/characters/shikanoin-heizou/constellation-1;https://genshin.jmp.blue/characters/shikanoin-heizou/constellation-2;https://genshin.jmp.blue/characters/shikanoin-heizou/constellation-3;https://genshin.jmp.blue/characters/shikanoin-heizou/constellation-4;https://genshin.jmp.blue/characters/shikanoin-heizou/constellation-5;https://genshin.jmp.blue/characters/shikanoin-heizou/constellation-6;https://genshin.jmp.blue/characters/shikanoin-heizou/gacha-card;https://genshin.jmp.blue/characters/shikanoin-heizou/gacha-splash;https://genshin.jmp.blue/characters/shikanoin-heizou/icon;https://genshin.jmp.blue/characters/shikanoin-heizou/icon-big;https://genshin.jmp.blue/characters/shikanoin-heizou/icon-side;https://genshin.jmp.blue/characters/shikanoin-heizou/portrait;https://genshin.jmp.blue/characters/shikanoin-heizou/talent-burst;https://genshin.jmp.blue/characters/shikanoin-heizou/talent-na;https://genshin.jmp.blue/characters/shikanoin-heizou/talent-passive-0;https://genshin.jmp.blue/characters/shikanoin-heizou/talent-passive-1;https://genshin.jmp.blue/characters/shikanoin-heizou/talent-passive-2;https://genshin.jmp.blue/characters/shikanoin-heizou/talent-skill
Sucrose;Harmless Sweetie;Anemo;Catalyst;Female;Mondstadt;Knights of Favonius;An alchemist filled with curiosity about all things. She researches bio-alchemy.;https://genshin.jmp.blue/characters/sucrose/constellation;4;https://genshin.jmp.blue/characters/sucrose/card;https://genshin.jmp.blue/characters/sucrose/constellation-1;https://genshin.jmp.blue/characters/sucrose/constellation-2;https://genshin.jmp.blue/characters/sucrose/constellation-3;https://genshin.jmp.blue/characters/sucrose/constellation-4;https://genshin.jmp.blue/characters/sucrose/constellation-5;https://genshin.jmp.blue/characters/sucrose/constellation-6;https://genshin.jmp.blue/characters/sucrose/gacha-card;https://genshin.jmp.blue/characters/sucrose/gacha-splash;https://genshin.jmp.blue/characters/sucrose/icon;https://genshin.jmp.blue/characters/sucrose/icon-big;https://genshin.jmp.blue/characters/sucrose/icon-side;https://genshin.jmp.blue/characters/sucrose/portrait;https://genshin.jmp.blue/characters/sucrose/talent-burst;https://genshin.jmp.blue/characters/sucrose/talent-na;https://genshin.jmp.blue/characters/sucrose/talent-passive-0;https://genshin.jmp.blue/characters/sucrose/talent-passive-1;https://genshin.jmp.blue/characters/sucrose/talent-passive-2;https://genshin.jmp.blue/characters/sucrose/talent-skill
Tartaglia;Childe;Hydro;Bow;Male;Snezhnaya;Fatui;No. 11 of The Harbingers, also known as "Childe". His name is highly feared on the battlefield.;https://genshin.jmp.blue/characters/tartaglia/constellation;5;https://genshin.jmp.blue/characters/tartaglia/card;https://genshin.jmp.blue/characters/tartaglia/constellation-1;https://genshin.jmp.blue/characters/tartaglia/constellation-2;https://genshin.jmp.blue/characters/tartaglia/constellation-3;https://genshin.jmp.blue/characters/tartaglia/constellation-4;https://genshin.jmp.blue/characters/tartaglia/constellation-5;https://genshin.jmp.blue/characters/tartaglia/constellation-6;https://genshin.jmp.blue/characters/tartaglia/gacha-card;https://genshin.jmp.blue/characters/tartaglia/gacha-splash;https://genshin.jmp.blue/characters/tartaglia/icon;https://genshin.jmp.blue/characters/tartaglia/icon-big;https://genshin.jmp.blue/characters/tartaglia/icon-side;https://genshin.jmp.blue/characters/tartaglia/portrait;https://genshin.jmp.blue/characters/tartaglia/talent-burst;https://genshin.jmp.blue/characters/tartaglia/talent-na;https://genshin.jmp.blue/characters/tartaglia/talent-passive-0;https://genshin.jmp.blue/characters/tartaglia/talent-passive-1;https://genshin.jmp.blue/characters/tartaglia/talent-passive-2;https://genshin.jmp.blue/characters/tartaglia/talent-skill
Thoma;Protector From Afar;Pyro;Polearm;Male;Mondstadt;Yashiro Commission Kamisato Clan;The housekeeper of the Yashiro Commission's Kamisato Clan, and a well-known "fixer" in Inazuma. Friendly and approachable, Thoma fits in with the crowd easily wherever he is. At first glance, he seems to be a very easygoing person, but he is in fact very responsible. He has an extraordinarily serious side, be it in his work or his interpersonal communications.;https://genshin.jmp.blue/characters/thoma/constellation;4;https://genshin.jmp.blue/characters/thoma/card;https://genshin.jmp.blue/characters/thoma/constellation-1;https://genshin.jmp.blue/characters/thoma/constellation-2;https://genshin.jmp.blue/characters/thoma/constellation-3;https://genshin.jmp.blue/characters/thoma/constellation-4;https://genshin.jmp.blue/characters/thoma/constellation-5;https://genshin.jmp.blue/characters/thoma/constellation-6;https://genshin.jmp.blue/characters/thoma/gacha-card;https://genshin.jmp.blue/characters/thoma/gacha-splash;https://genshin.jmp.blue/characters/thoma/icon;https://genshin.jmp.blue/characters/thoma/icon-big;https://genshin.jmp.blue/characters/thoma/icon-side;https://genshin.jmp.blue/characters/thoma/portrait;https://genshin.jmp.blue/characters/thoma/talent-burst;https://genshin.jmp.blue/characters/thoma/talent-na;https://genshin.jmp.blue/characters/thoma/talent-passive-0;https://genshin.jmp.blue/characters/thoma/talent-passive-1;https://genshin.jmp.blue/characters/thoma/talent-passive-2;https://genshin.jmp.blue/characters/thoma/talent-skill
Tighnari;Verdant Strider;Dendro;Bow;Male;Sumeru;Gandharva Ville;"A message for you. I brought back a specialty from the desert, two packs of honeyed dates, which helps to replenish your energy, whether in the morning or at night. Thank you for your patience in teaching and taking care of Collei. Good luck with your work and best wishes for Collei's studies."—An anonymously written message left inside a candy box, placed on the watcher's table.;https://genshin.jmp.blue/characters/tighnari/constellation;5;https://genshin.jmp.blue/characters/tighnari/card;https://genshin.jmp.blue/characters/tighnari/constellation-1;https://genshin.jmp.blue/characters/tighnari/constellation-2;https://genshin.jmp.blue/characters/tighnari/constellation-3;https://genshin.jmp.blue/characters/tighnari/constellation-4;https://genshin.jmp.blue/characters/tighnari/constellation-5;https://genshin.jmp.blue/characters/tighnari/constellation-6;https://genshin.jmp.blue/characters/tighnari/gacha-card;https://genshin.jmp.blue/characters/tighnari/gacha-splash;https://genshin.jmp.blue/characters/tighnari/icon;https://genshin.jmp.blue/characters/tighnari/icon-big;https://genshin.jmp.blue/characters/tighnari/icon-side;https://genshin.jmp.blue/characters/tighnari/portrait;https://genshin.jmp.blue/characters/tighnari/talent-burst;https://genshin.jmp.blue/characters/tighnari/talent-na;https://genshin.jmp.blue/characters/tighnari/talent-passive-0;https://genshin.jmp.blue/characters/tighnari/talent-passive-1;https://genshin.jmp.blue/characters/tighnari/talent-passive-2;https://genshin.jmp.blue/characters/tighnari/talent-skill
Venti;Windborne Bard;Anemo;Bow;Male;Mondstadt;Mondstadt;One of the many bards of Mondstadt, who freely wanders the city's streets and alleys.;https://genshin.jmp.blue/characters/venti/constellation;5;https://genshin.jmp.blue/characters/venti/card;https://genshin.jmp.blue/characters/venti/constellation-1;https://genshin.jmp.blue/characters/venti/constellation-2;https://genshin.jmp.blue/characters/venti/constellation-3;https://genshin.jmp.blue/characters/venti/constellation-4;https://genshin.jmp.blue/characters/venti/constellation-5;https://genshin.jmp.blue/characters/venti/constellation-6;https://genshin.jmp.blue/characters/venti/gacha-card;https://genshin.jmp.blue/characters/venti/gacha-splash;https://genshin.jmp.blue/characters/venti/icon;https://genshin.jmp.blue/characters/venti/icon-big;https://genshin.jmp.blue/characters/venti/icon-side;https://genshin.jmp.blue/characters/venti/portrait;https://genshin.jmp.blue/characters/venti/talent-burst;https://genshin.jmp.blue/characters/venti/talent-na;https://genshin.jmp.blue/characters/venti/talent-passive-0;https://genshin.jmp.blue/characters/venti/talent-passive-1;https://genshin.jmp.blue/characters/venti/talent-passive-2;https://genshin.jmp.blue/characters/venti/talent-skill
Wanderer;Eons Adrift;Anemo;Catalyst;Male;Sumeru;None;A wayfaring figure whose identity is a mystery. He dresses like a mountain ascetic, but he certainly does not act the part. ;https://genshin.jmp.blue/characters/wanderer/constellation;5;https://genshin.jmp.blue/characters/wanderer/card;https://genshin.jmp.blue/characters/wanderer/constellation-1;https://genshin.jmp.blue/characters/wanderer/constellation-2;https://genshin.jmp.blue/characters/wanderer/constellation-3;https://genshin.jmp.blue/characters/wanderer/constellation-4;https://genshin.jmp.blue/characters/wanderer/constellation-5;https://genshin.jmp.blue/characters/wanderer/constellation-6;https://genshin.jmp.blue/characters/wanderer/gacha-card;https://genshin.jmp.blue/characters/wanderer/gacha-splash;https://genshin.jmp.blue/characters/wanderer/icon;https://genshin.jmp.blue/characters/wanderer/icon-big;https://genshin.jmp.blue/characters/wanderer/icon-side;https://genshin.jmp.blue/characters/wanderer/portrait;https://genshin.jmp.blue/characters/wanderer/talent-burst;https://genshin.jmp.blue/characters/wanderer/talent-na;https://genshin.jmp.blue/characters/wanderer/talent-passive-0;https://genshin.jmp.blue/characters/wanderer/talent-passive-1;https://genshin.jmp.blue/characters/wanderer/talent-passive-2;https://genshin.jmp.blue/characters/wanderer/talent-skill
Wriothesley;Emissary of Solitary Iniquity;Cryo;Catalyst;Male;Fontaine;Fortress of Meropide;Duke of the Fortress of Meropide, Lord Incognito of the murky depths.;https://genshin.jmp.blue/characters/wriothesley/constellation;5;https://genshin.jmp.blue/characters/wriothesley/card;https://genshin.jmp.blue/characters/wriothesley/constellation-1;https://genshin.jmp.blue/characters/wriothesley/constellation-2;https://genshin.jmp.blue/characters/wriothesley/constellation-3;https://genshin.jmp.blue/characters/wriothesley/constellation-4;https://genshin.jmp.blue/characters/wriothesley/constellation-5;https://genshin.jmp.blue/characters/wriothesley/constellation-6;https://genshin.jmp.blue/characters/wriothesley/gacha-card;https://genshin.jmp.blue/characters/wriothesley/gacha-splash;https://genshin.jmp.blue/characters/wriothesley/icon;https://genshin.jmp.blue/characters/wriothesley/icon-big;https://genshin.jmp.blue/characters/wriothesley/icon-side;https://genshin.jmp.blue/characters/wriothesley/portrait;https://genshin.jmp.blue/characters/wriothesley/talent-burst;https://genshin.jmp.blue/characters/wriothesley/talent-na;https://genshin.jmp.blue/characters/wriothesley/talent-passive-0;https://genshin.jmp.blue/characters/wriothesley/talent-passive-1;https://genshin.jmp.blue/characters/wriothesley/talent-passive-2;https://genshin.jmp.blue/characters/wriothesley/talent-skill
